known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['boolean-operations', 'arrays']",optimization,tail-recursion,hashcode,mathematical-optimization,boolean-expression
"['algorithm', 'string', 'hash', 'multidimensional-array', 'arrays']",recursion,list,optimization,sorting,data-structures
"['optimization', 'data-structures', 'arrays', 'sorting', 'list']",algorithm,hash,recursion,memory-management,boolean
"['string', 'memory-management', 'queue', 'list']",boolean,multidimensional-array,hash,algorithm,optimization
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['artificial-intelligence', 'algorithm']",optimization,graph,sorting,data-structures,graph-theory
"['complexity-theory', 'optimization', 'hash', 'memory-management']",boolean,big-o,substring,recursion,fibonacci
"['algorithm', 'string', 'hash', 'arrays', 'code-complexity', 'list']",optimization,memory-management,data-structures,sorting,graph
"['string', 'hash', 'arrays', 'list']",optimization,algorithm,sorting,recursion,data-structures
"['optimization', 'arrays']",algorithm,sorting,data-structures,hashtable,memory-management
"['optimization', 'string', 'data-structures', 'arrays', 'fibonacci']",algorithm,memory-management,probability,list,sorting
"['algorithm', 'optimization', 'string-concatenation', 'string']",hash,list,substring,recursion,sorting
"['probability', 'optimization', 'string', 'graph', 'recursion', 'sorting']",algorithm,artificial-intelligence,heuristics,data-structures,code-complexity
"['optimization', 'set']",multidimensional-array,recursion,queue,hash,string-concatenation
['arrays'],algorithm,optimization,list,sorting,substring
"['string', 'arrays', 'fibonacci', 'list']",algorithm,optimization,memory-management,data-structures,sorting
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['optimization', 'memory-management']",hash,recursion,boolean,hashtable,hashmap
"['hash', 'arrays']",optimization,recursion,sorting,data-structures,boolean
['optimization'],memory-management,hash,recursion,hashtable,boolean
"['boolean', 'artificial-intelligence', 'backtracking', 'algorithm', 'optimization', 'string-concatenation', 'string', 'hash', 'hashmap', 'data-structures', 'arrays', 'sorting', 'list']",memory-management,recursion,substring,hashcode,tail-recursion
['arrays'],algorithm,optimization,list,sorting,hash
"['proof-of-correctness', 'algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'dijkstra', 'memory-management', 'recursion', 'list']",sorting,graph,hash,combinatorics,tree
"['hash', 'arrays']",recursion,optimization,sorting,data-structures,memory-management
"['algorithm', 'optimization', 'string', 'data-structures', 'matrix-multiplication', 'sorting']",list,linked-list,recursion,memory-management,hash
"['optimization', 'string-concatenation', 'arrays', 'linked-list']",data-structures,sorting,memory-management,recursion,hash
"['abstract-data-type', 'hashmap', 'data-structures', 'time-complexity', 'linked-list']",binary-tree,binary-search-tree,halting-problem,priority-queue,turing-machines
['string'],arrays,algorithm,optimization,sorting,list
['data-structures'],optimization,tree,memory-management,boolean,hashtable
"['complexity-theory', 'boolean-logic', 'boolean', 'algorithm', 'optimization', 'string-concatenation', 'hashtable', 'string', 'hash', 'data-structures', 'arrays', 'memory-management', 'queue', 'recursion', 'mergesort', 'combinatorics', 'sorting', 'linked-list', 'list']",substring,big-o,multidimensional-array,tree,fibonacci
[],algorithm,string,tail-recursion,arrays,optimization
"['turing-machines', 'algorithm', 'optimization', 'computability', 'arrays', 'tail-recursion', 'recursion']",data-structures,halting-problem,sorting,memory-management,hash
['artificial-intelligence'],heuristics,graph-theory,boolean-logic,code-complexity,probability
['string'],arrays,algorithm,optimization,list,sorting
"['complexity-theory', 'artificial-intelligence', 'algorithm', 'string', 'hash', 'data-structures', 'arrays', 'a-star', 'graph', 'stack', 'memory-management']",optimization,big-o,graph-theory,sorting,list
['string'],algorithm,arrays,optimization,list,sorting
[],algorithm,string,arrays,optimization,data-structures
"['probability', 'finite-automata', 'np-complete', 'complexity-theory', 'boolean-logic', 'boolean', 'bitstring', 'halting-problem', 'turing-complete', 'algorithm', 'optimization', 'string-concatenation', 'hashcode', 'hashtable', 'string-comparison', 'string-matching', 'string', 'hash', 'hashmap', 'binary-tree', 'recursive-datastructures', 'tree', 'data-structures', 'multidimensional-array', 'sparse-matrix', 'arrays', 'digraphs', 'graph', 'priority-queue', 'heap-memory', 'stack', 'memory-management', 'fifo', 'heap', 'queue', 'heapalloc', 'big-o', 'tail-recursion', 'time-complexity', 'fibonacci', 'recursion', 'set', 'selection-sort', 'sorting', 'linked-list', 'list', 'singly-linked-list']",binary-search,substring,binary-search-tree,graph-theory,huffman-code
['optimization'],recursion,boolean,memory-management,hash,tree
['list'],algorithm,optimization,sorting,data-structures,hash
"['algorithm', 'optimization', 'string', 'data-structures', 'arrays', 'sorting', 'linked-list', 'list']",memory-management,hash,recursion,boolean,tree
"['string', 'multidimensional-array', 'arrays', 'sorting']",recursion,list,algorithm,optimization,hash
"['string', 'set']",hash,recursion,optimization,list,multidimensional-array
['string'],algorithm,arrays,optimization,list,sorting
"['hash', 'arrays', 'stack', 'sorting']",memory-management,optimization,recursion,multidimensional-array,data-structures
"['optimization', 'hash', 'data-structures', 'variable-length-array', 'memory-management']",heap-memory,stack,binary-tree,set,linked-list
['arrays'],algorithm,optimization,list,sorting,data-structures
"['finite-automata', 'algorithm', 'optimization', 'string', 'tree', 'data-structures', 'arrays', 'memory-management', 'queue', 'list']",sorting,recursion,multidimensional-array,hash,boolean
"['algorithm', 'arrays', 'list']",optimization,sorting,data-structures,recursion,hash
['arrays'],algorithm,optimization,list,hash,sorting
['hash'],recursion,boolean,multidimensional-array,set,stack
"['optimization', 'tree', 'n-ary-tree']",turing-machines,treenode,recursion,set,linked-list
['sorting'],optimization,data-structures,tree,memory-management,recursion
['boolean-logic'],heuristics,hash-collision,boolean-operations,backtracking,linear-programming
['sorting'],optimization,data-structures,hash,recursion,boolean
"['boolean', 'algorithm', 'optimization', 'string', 'hash', 'data-structures', 'arrays', 'graph', 'heap-memory', 'stack', 'memory-management', 'heap', 'time-complexity', 'set', 'sorting', 'list']",recursion,multidimensional-array,stack-memory,complexity-theory,linked-list
['string'],algorithm,optimization,arrays,list,data-structures
"['algorithm', 'optimization', 'string', 'arrays', 'directed-graph', 'graph-theory', 'memory-management', 'sorting', 'list']",data-structures,graph-algorithm,artificial-intelligence,directed-acyclic-graphs,hash
"['string', 'list']",algorithm,arrays,optimization,sorting,data-structures
"['algorithm', 'string-concatenation', 'string', 'recursion']",hash,list,optimization,sorting,substring
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'optimization', 'tree', 'data-structures', 'recursion']",sorting,memory-management,hash,boolean,linked-list
"['algorithm', 'optimization', 'string', 'hash', 'arrays']",list,sorting,recursion,data-structures,substring
"['string', 'hashmap', 'arrays', 'memory-management']",algorithm,stack,optimization,list,hashtable
"['algorithm', 'string']",arrays,optimization,list,sorting,data-structures
"['hashcode', 'memory-management']",recursion,string-concatenation,string-matching,substring,set
"['algorithm', 'string-comparison', 'list']",memory-management,hash,optimization,hashset,string-concatenation
"['optimization', 'arrays', 'heap-memory', 'stack']",hashtable,hashmap,memory-management,data-structures,sorting
['sorting'],data-structures,optimization,recursion,memory-management,tree
['algorithm'],optimization,sorting,data-structures,recursion,memory-management
"['substring', 'string', 'arrays', 'sorting', 'list']",algorithm,hash,optimization,recursion,boolean
"['optimization', 'string']",algorithm,list,sorting,data-structures,memory-management
"['algorithm', 'arrays', 'list']",optimization,sorting,data-structures,hash,recursion
"['boolean-logic', 'algorithm', 'optimization', 'hashcode', 'string-comparison', 'string', 'data-structures', 'arrays', 'graph', 'heap-memory', 'stack', 'sorting', 'list']",hashtable,memory-management,multidimensional-array,hashmap,hash
"['complexity-theory', 'algorithm', 'string', 'sorting']",optimization,memory-management,data-structures,list,big-o
"['algorithm', 'arrays', 'memory-management', 'big-o']",complexity-theory,optimization,data-structures,sorting,artificial-intelligence
"['boolean', 'algorithm', 'optimization', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'hashmap', 'binary-search-tree', 'binary-tree', 'doubly-linked-list', 'avl-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'matrix-multiplication', 'array-algorithms', 'variable-length-array', 'adjacency-matrix', 'graph-theory', 'heap-memory', 'stack', 'memory-management', 'queue', 'dynamic-arrays', 'dynamic-programming', 'big-o', 'recursion', 'binary-search', 'bubble-sort', 'selection-sort', 'sorting', 'insertion-sort', 'linked-list', 'list', 'singly-linked-list']",set,huffman-code,priority-queue,hashset,hashcode
"['optimization', 'string']",algorithm,list,sorting,data-structures,tree
"['boolean', 'string-concatenation', 'string', 'hash', 'arrays', 'sorting']",recursion,algorithm,memory-management,optimization,list
[],algorithm,string,arrays,optimization,data-structures
"['boolean', 'optimization', 'string', 'arrays', 'stack', 'sorting', 'list']",queue,hashmap,memory-management,algorithm,multidimensional-array
"['string', 'memory-management']",algorithm,optimization,list,hash,sorting
['optimization'],recursion,hash,memory-management,boolean,substring
"['graph', 'stack']",string-comparison,queue,hashset,string-matching,tree
['stack'],string-matching,boolean-logic,queue,graph,tree
['sorting'],optimization,data-structures,complexity-theory,tree,artificial-intelligence
['list'],algorithm,optimization,sorting,data-structures,recursion
[],algorithm,string,arrays,optimization,data-structures
['arrays'],algorithm,optimization,list,sorting,data-structures
"['optimization', 'arrays']",algorithm,sorting,data-structures,substring,memory-management
"['multidimensional-array', 'arrays', 'memory-management']",hash,optimization,recursion,stack,sorting
"['string', 'memory-management']",algorithm,data-structures,sorting,optimization,list
"['string', 'data-structures', 'arrays', 'linked-list']",algorithm,memory-management,optimization,sorting,list
"['algorithm', 'sorting']",optimization,data-structures,recursion,hash,memory-management
['list'],algorithm,optimization,sorting,data-structures,recursion
"['optimization', 'string', 'data-structures']",algorithm,sorting,list,memory-management,boolean
"['complexity-theory', 'algorithm', 'optimization', 'string-concatenation', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'memory-management', 'list']",substring,sorting,recursion,boolean,fibonacci
"['tree', 'data-structures']",linked-list,hash,recursion,boolean,binary-tree
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
[],algorithm,string,arrays,optimization,data-structures
"['hash', 'arrays']",recursion,optimization,sorting,memory-management,string-concatenation
['arrays'],hash,list,optimization,algorithm,recursion
"['complexity-theory', 'algorithm', 'graph-theory', 'shortest-path', 'list']",artificial-intelligence,graph,heuristics,optimization,big-o
[],algorithm,string,arrays,optimization,probability
['string'],algorithm,optimization,arrays,sorting,data-structures
"['np-complete', 'artificial-intelligence', 'abstract-data-type', 'turing-complete', 'algorithm', 'optimization', 'hashtable', 'string', 'hashmap', 'breadth-first-search', 'binary-tree', 'multiway-tree', 'tree', 'data-structures', 'arrays', 'priority-queue', 'big-o', 'recursion', 'set', 'linked-list', 'list']",sorting,complexity-theory,boolean,memory-management,hash
