known_tags,rec_1,rec_2,rec_3,rec_4,rec_5
"['substring', 'string-matching', 'string', 'arrays', 'set']",boolean-expression,boolean-operations,mathematical-optimization,boolean-logic,set-theory
"['optimization', 'hashtable', 'binary-tree', 'data-structures', 'sorting', 'list']",priority-queue,fifo,bubble-sort,binary-search-tree,heap
"['boolean', 'algorithm', 'optimization', 'substring', 'string', 'tree', 'arrays', 'recursion', 'sorting', 'list']",boolean-logic,queue,binary-tree,fibonacci,graph
"['probability', 'boolean', 'algorithm', 'optimization', 'substring', 'hashset', 'string', 'hash', 'binary-search-tree', 'binary-tree', 'data-structures', 'greedy', 'arrays', 'memory-management', 'recursion', 'set', 'binary-search', 'sorting', 'list']",sparse-array,string-substitution,backtracking,recursive-datastructures,doubly-linked-list
['string'],algorithm,arrays,optimization,list,sorting
"['optimization', 'string', 'arrays', 'memory-management', 'recursion', 'sorting', 'list']",boolean,multidimensional-array,set,stack,hashtable
"['hash', 'arrays']",recursion,substring,boolean,string-concatenation,multidimensional-array
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'string', 'data-structures', 'multidimensional-array', 'kruskals-algorithm', 'arrays', 'heap', 'recursion', 'sorting', 'list']",set-intersection,np-hard,radix-sort,traveling-salesman,computability
"['sorting', 'list']",optimization,recursion,hash,data-structures,boolean
"['algorithm', 'memory-management', 'recursion']",boolean,multidimensional-array,stack,hashtable,queue
"['algorithm', 'optimization', 'string', 'tree', 'arrays', 'directed-graph', 'heap-memory', 'recursion']",binary-search-tree,halting-problem,greedy,graph-algorithm,directed-acyclic-graphs
"['string', 'arrays', 'recursion', 'sorting']",set,multidimensional-array,boolean,queue,stack
[],algorithm,string,arrays,optimization,graph
['data-structures'],optimization,boolean,memory-management,tree,recursion
[],algorithm,string,arrays,complexity-theory,optimization
"['string', 'hashmap', 'data-structures']",linked-list,tree,hashtable,queue,partitioning
"['artificial-intelligence', 'heuristics', 'algorithm', 'optimization', 'string', 'hash', 'hashmap', 'binary-tree', 'data-structures', 'arrays', 'traveling-salesman', 'memory-management', 'recursion', 'binary-search', 'linked-list', 'list']",recursive-datastructures,np-hard,minimax,sparse-array,selection-sort
"['optimization', 'stack', 'memory-management']",tree,queue,boolean-logic,hashcode,graph
['set'],queue,stack,string-concatenation,hashcode,string-matching
"['boolean', 'algorithm', 'optimization', 'hashtable', 'string', 'arrays', 'partitioning', 'recursion', 'linked-list', 'list']",fifo,bubble-sort,greedy,code-complexity,heuristics
"['sorting', 'list']",optimization,data-structures,recursion,hash,memory-management
"['string', 'tail-recursion']",boolean-operations,boolean-expression,probability,string-comparison,mathematical-optimization
"['probability', 'artificial-intelligence', 'algorithm', 'string', 'arrays']",code-complexity,heuristics,shortest-path,directed-graph,partitioning
"['algorithm', 'string', 'arrays', 'fifo', 'sorting', 'list']",bubble-sort,sparse-array,matrix-multiplication,heap,b-tree
['string-concatenation'],hashcode,stack,string-matching,string-comparison,boolean-expression
['string'],arrays,hash,algorithm,optimization,list
[],algorithm,string,arrays,optimization,data-structures
['list'],algorithm,optimization,sorting,data-structures,memory-management
"['algorithm', 'data-structures']",optimization,memory-management,hash,recursion,hashtable
"['algorithm', 'optimization', 'hashcode', 'string', 'hash', 'hashmap', 'binary-tree', 'tree', 'data-structures', 'arrays', 'directed-graph', 'graph', 'heap-memory', 'memory-management', 'queue', 'recursion', 'set', 'sorting', 'linked-list', 'list']",binary-search-tree,partitioning,directed-acyclic-graphs,matrix-multiplication,sparse-array
"['string', 'arrays']",algorithm,optimization,list,sorting,data-structures
"['string', 'arrays', 'sorting', 'list']",optimization,data-structures,hash,recursion,memory-management
"['algorithm', 'optimization', 'string', 'list']",recursion,hash,memory-management,substring,boolean
['tree'],artificial-intelligence,queue,graph-theory,graph,heuristics
"['algorithm', 'string']",optimization,sorting,data-structures,memory-management,recursion
[],algorithm,string,arrays,optimization,sorting
['string'],arrays,algorithm,list,optimization,hash
"['hashtable', 'binary-search-tree', 'data-structures']",greedy,halting-problem,huffman-code,matrix-multiplication,bubble-sort
['string'],arrays,algorithm,optimization,list,sorting
[],algorithm,string,arrays,optimization,data-structures
"['algorithm', 'hash', 'big-o', 'recursion']",complexity-theory,artificial-intelligence,graph-theory,boolean,tree
"['optimization', 'string-concatenation', 'hashset', 'arrays', 'sorting', 'list']",boolean-expression,boolean-operations,code-complexity,heuristics,mathematical-optimization
['recursion'],boolean,multidimensional-array,set,substring,stack
"['non-deterministic', 'algorithm', 'optimization', 'string-comparison', 'string', 'hash', 'data-structures', 'arrays', 'memory-management', 'recursion', 'sorting', 'linked-list', 'list', 'set-theory']",string-substitution,sparse-array,insertion-sort,directed-acyclic-graphs,subset-sum
[],algorithm,string,arrays,optimization,data-structures
['string'],arrays,algorithm,hash,optimization,list
"['probability', 'complexity-theory', 'boolean', 'np-hard', 'turing-machines', 'halting-problem', 'algorithm', 'optimization', 'substring', 'hashtable', 'string-comparison', 'string', 'hash', 'hashmap', 'avl-tree', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'graph-theory', 'graph', 'heap-memory', 'memory-management', 'stack-memory', 'big-o', 'time-complexity', 'fibonacci', 'set', 'radix-sort', 'binary-search', 'bubble-sort', 'sorting', 'linked-list', 'list']",set-intersection,knapsack-problem,multiway-tree,consistent-hashing,recursive-datastructures
"['boolean', 'algorithm', 'optimization', 'memory-management', 'list']",queue,tree,hashtable,multidimensional-array,set
"['boolean', 'string', 'arrays', 'graph', 'linked-list']",artificial-intelligence,binary-tree,probability,boolean-logic,priority-queue
['linked-list'],tree,partitioning,queue,priority-queue,fifo
"['hash', 'data-structures', 'priority-queue', 'memory-management']",fifo,binary-search-tree,heap,sparse-array,b-tree
"['algorithm', 'quicksort', 'mergesort', 'sorting']",heap,bubble-sort,binary-search-tree,insertion-sort,probability
"['hash-collision', 'string', 'data-structures', 'graph', 'sorting']",backtracking,set-theory,heuristics,sparse-matrix,linear-programming
"['algorithm', 'string', 'stack', 'memory-management']",tree,boolean-logic,hashcode,queue,string-matching
['data-structures'],optimization,memory-management,recursion,hash,stack
['optimization'],memory-management,hash,substring,boolean,recursion
"['string-concatenation', 'hashtable', 'string', 'hashmap', 'recursion']",queue,string-comparison,stack,graph,tree
"['boolean', 'artificial-intelligence', 'heuristics', 'algorithm', 'string-concatenation', 'string', 'hash', 'arrays', 'binary-search']",code-complexity,shortest-path,a-star,backtracking,matrix-multiplication
"['algorithm', 'optimization', 'string', 'hash', 'arrays', 'sorting']",recursion,boolean,hashtable,multidimensional-array,hashmap
['algorithm'],optimization,sorting,data-structures,hash,memory-management
"['string', 'data-structures', 'arrays', 'linked-list', 'list']",tree,stack,binary-tree,substring,priority-queue
['arrays'],optimization,hash,algorithm,memory-management,list
['string'],arrays,algorithm,optimization,list,sorting
[],algorithm,string,arrays,optimization,data-structures
['list'],algorithm,optimization,sorting,data-structures,recursion
['hash'],recursion,multidimensional-array,substring,stack,boolean
['string'],algorithm,optimization,arrays,list,data-structures
"['optimization', 'arrays', 'graph']",artificial-intelligence,string-matching,graph-theory,code-complexity,boolean-logic
['arrays'],algorithm,list,optimization,data-structures,sorting
"['optimization', 'hashcode', 'binary-tree', 'arrays', 'memory-management']",hashset,binary-search,probability,mergesort,quicksort
"['algorithm', 'hashcode', 'string', 'hash', 'data-structures', 'multidimensional-array', 'arrays', 'graph', 'memory-management', 'sorting']",boolean-operations,string-comparison,hashset,artificial-intelligence,boolean-logic
['arrays'],algorithm,optimization,list,sorting,data-structures
['list'],algorithm,optimization,data-structures,sorting,recursion
"['artificial-intelligence', 'algorithm', 'optimization', 'hashtable', 'string', 'tree', 'data-structures', 'graph', 'dynamic-programming', 'tail-recursion', 'recursion', 'mergesort', 'bubble-sort', 'list']",linear-programming,a-star,sparse-matrix,proof,b-tree
"['artificial-intelligence', 'arrays']",heuristics,graph-theory,shortest-path,code-complexity,probability
['optimization'],substring,recursion,hash,boolean,memory-management
"['probability', 'algorithm', 'string-concatenation', 'string', 'hash', 'data-structures', 'arrays', 'stack', 'memory-management', 'queue', 'big-o', 'list']",binary-search,path-finding,finite-automata,backtracking,fibonacci
"['boolean', 'algorithm', 'optimization', 'string', 'tree', 'data-structures', 'multidimensional-array', 'arrays', 'priority-queue', 'memory-management', 'big-o', 'set', 'linked-list', 'list']",fifo,binary-search-tree,heap,tree-traversal,bubble-sort
"['optimization', 'string', 'arrays', 'memory-management', 'sorting', 'list']",hashtable,hash,boolean,substring,recursion
"['algorithm', 'string']",optimization,sorting,data-structures,hashtable,memory-management
"['algorithm', 'optimization', 'string-concatenation', 'hashcode', 'string', 'treenode', 'arrays', 'memory-management', 'dynamic-programming', 'set', 'sorting', 'list']",adjacency-list,backtracking,minimax,longest-substring,knapsack-problem
"['algorithm', 'optimization', 'string', 'hash', 'tree', 'data-structures', 'arrays', 'stack', 'partitioning', 'linked-list']",fifo,code-complexity,matrix-multiplication,heuristics,bubble-sort
[],algorithm,string,arrays,optimization,probability
"['string', 'arrays']",hash,recursion,list,sorting,optimization
"['algorithm', 'stability', 'string', 'arrays', 'memory-management']",string-substitution,backtracking,sparse-array,string-algorithm,adjacency-list
['string'],arrays,algorithm,optimization,list,sorting
"['algorithm', 'string', 'multidimensional-array', 'arrays']",queue,stack,string-concatenation,set,hashcode
"['string-matching', 'string', 'hash', 'arrays', 'graph-theory', 'list']",partitioning,code-complexity,heuristics,probability,boolean-expression
"['recursion', 'sorting']",set,boolean,multidimensional-array,queue,stack
"['hashtable', 'multidimensional-array', 'arrays', 'recursion']",stack,queue,tree,substring,hashset
['heap-memory'],hashtable,stack-memory,binary-tree,stack,big-o
"['optimization', 'string-concatenation', 'hashcode', 'hashmap', 'list']",boolean-expression,string-matching,string-comparison,hashset,boolean-operations
"['boolean', 'algorithm', 'string', 'hash', 'hashmap', 'tree', 'multidimensional-array', 'arrays', 'recursion', 'sorting', 'list']",queue,graph,string-comparison,binary-tree,binary-search
['sorting'],optimization,data-structures,recursion,hash,boolean
"['string', 'heap-memory', 'memory-management', 'queue']",binary-search,hashset,binary-tree,string-comparison,graph
[],algorithm,string,arrays,optimization,data-structures
"['string', 'graph']",string-matching,artificial-intelligence,string-comparison,graph-theory,boolean-logic
[],algorithm,string,arrays,optimization,probability
['arrays'],algorithm,optimization,list,sorting,data-structures
"['mathematical-optimization', 'artificial-intelligence', 'algorithm', 'optimization', 'hashcode', 'hashtable', 'hashset', 'string', 'hashmap', 'arrays', 'memory-management', 'queue', 'sorting']",boolean-logic,heuristics,probability,binary-search,boolean-expression
"['proof', 'algorithm']",sparse-matrix,backtracking,code-complexity,sparse-array,stability
['string'],algorithm,arrays,optimization,sorting,list
[],algorithm,string,arrays,probability,optimization
"['hash', 'arrays']",recursion,multidimensional-array,boolean,set,string-concatenation
"['boolean', 'optimization', 'substring', 'string', 'multidimensional-array', 'arrays', 'memory-management', 'recursion', 'sorting']",stack,queue,string-concatenation,graph,tree
"['heuristics', 'string', 'hash', 'memory-management', 'set', 'list']",code-complexity,matrix-multiplication,stability,backtracking,shortest-path
